,Release Date,Season,Episode,Episode Title,Name,Sentence,sentiment_score
11541,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,Where is she?!,-0.9837154150009155
11542,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,No one leaves the capital! No one!,-0.9980330467224121
11543,2014-04-20,Season 4,Episode 3,Breaker of Chains,ser dontos,Get in.,0.9797718524932861
11544,2014-04-20,Season 4,Episode 3,Breaker of Chains,sansa stark,Where are we going?,-0.9722447991371155
11545,2014-04-20,Season 4,Episode 3,Breaker of Chains,ser dontos,Somewhere safe.,0.9790094494819641
11546,2014-04-20,Season 4,Episode 3,Breaker of Chains,ser dontos,"Up you go, my lady. You'll be fine. You're stronger than you know.",0.9996846318244934
11547,2014-04-20,Season 4,Episode 3,Breaker of Chains,sansa stark,Lord Baelish?,-0.9269480109214783
11548,2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"Petyr... Are you hurt, my lady?",-0.9380484223365784
11549,2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,Good. Good. I'm sure you've had quite a fright. Rest easy. The worst is past. Ser Dontos shouts up from his boat.,0.8586903810501099
11550,2014-04-20,Season 4,Episode 3,Breaker of Chains,ser dontos,Lord Baelish. I promised I'd get her to you safely.,0.9881551265716553
11551,2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"Softly, my friend... Voices carry over water.",0.9928802251815796
11552,2014-04-20,Season 4,Episode 3,Breaker of Chains,ser dontos,"I should get back before someone thinks to look for me. LITTLEFINGER First you'll want your pay. 10,000 was it?",-0.9962541460990906
11553,2014-04-20,Season 4,Episode 3,Breaker of Chains,ser dontos,"10,000.",0.9913517236709595
11554,2014-04-20,Season 4,Episode 3,Breaker of Chains,ser dontos,Wait!,-0.9949615597724915
11555,2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"Shh. You don't want the queen to hear, do you? 1,000 gold cloaks are searching for you. And if they found you, how do you think they would punish the girl who murdered the king?",-0.9952743649482727
11556,2014-04-20,Season 4,Episode 3,Breaker of Chains,sansa stark,I didn't murder anyone.,0.985861599445343
11557,2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"I know. I know. But you must admit it looks suspicious. The king who executed your father, who tormented you for years, and you fled the scene of his murder.",-0.9913038015365601
11558,2014-04-20,Season 4,Episode 3,Breaker of Chains,sansa stark,Why did you kill him?,-0.9912849068641663
11559,2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,Because he was a drunk and a fool and I don't trust drunk fools.,-0.9985355734825134
11560,2014-04-20,Season 4,Episode 3,Breaker of Chains,sansa stark,He saved me.,0.9994276762008667
11561,2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"Saved you? My lady, he followed my orders. Every one of them. And he did it all for gold. Money buys a man's silence for a time. A bolt in the heart buys it forever.",0.9964229464530945
11562,2014-04-20,Season 4,Episode 3,Breaker of Chains,sansa stark,He was helping me because I saved his life.,0.9963820576667786
11563,2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"Yes, and he gave you a priceless necklace that once belonged to his grandmother. The last legacy of House Hollard.",0.9657830595970154
11564,2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,I had it made a few weeks ago. What did I once tell you about the capital?,-0.9961279034614563
11565,2014-04-20,Season 4,Episode 3,Breaker of Chains,sansa stark,We're all liars here.,-0.9957506060600281
11566,2014-04-20,Season 4,Episode 3,Breaker of Chains,petyr baelish,"Come, my lady. I know you've had a difficult day. But you're safe now. I promise you that. You're safe with me and sailing home.",0.9994232058525085
11567,2014-04-20,Season 4,Episode 3,Breaker of Chains,margaery tyrell,So am I the queen?,-0.5186213254928589
11568,2014-04-20,Season 4,Episode 3,Breaker of Chains,olenna tyrell,"More than you were with Renly. Less than you would have been if Joffrey had done you the courtesy of consummating the marriage before dying. In any case, this would not be an opportune moment to press the issue.",0.6235037446022034
11569,2014-04-20,Season 4,Episode 3,Breaker of Chains,margaery tyrell,"Clawing at his own throat, looking to his mother to make stop... it was horrible.",-0.9980922937393188
11570,2014-04-20,Season 4,Episode 3,Breaker of Chains,olenna tyrell,"The world is overflowing with horrible things. But they're all a tray of cakes next to death. They brought me your grandfather's body when he died, you know? Made me look at it.",-0.7094504833221436
11571,2014-04-20,Season 4,Episode 3,Breaker of Chains,margaery tyrell,What was it like?,0.9265477657318115
11572,2014-04-20,Season 4,Episode 3,Breaker of Chains,olenna tyrell,They took me to the Great Hall and there he was. The man I'd married and suffered to father my children. A great doughy lump I'd sat next to at endless dinners and tedious gatherings. There he was... lying on a table.,-0.9960494041442871
11573,2014-04-20,Season 4,Episode 3,Breaker of Chains,margaery tyrell,One of my husbands preferred the company of men and was stabbed through the heart. Another was happiest torturing animals and was poisoned at our wedding feast... I must be cursed.,-0.9936487674713135
11574,2014-04-20,Season 4,Episode 3,Breaker of Chains,olenna tyrell,"Nonsense. Your circumstances have improved markedly. You may not have enjoyed watching him die, but you enjoyed it more than you would have enjoyed being married to him, I can promise you that.",0.9989862442016602
11575,2014-04-20,Season 4,Episode 3,Breaker of Chains,margaery tyrell,But I would have been the queen.,-0.9511165022850037
11576,2014-04-20,Season 4,Episode 3,Breaker of Chains,olenna tyrell,Our alliance with the Lannisters remains every bit as necessary to them as it is unpleasant for us. You did wonderful work on Joffrey. The next one should be easier.,-0.38918349146842957
11577,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,Your brother is dead. Do you know what that means?,-0.9981772899627686
11578,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,I'm not trying to trick you.,0.7663992643356323
11579,2014-04-20,Season 4,Episode 3,Breaker of Chains,tommen lannister,It means I'll become king.,0.9992162585258484
11580,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,"Yes, you will become king. What kind of king do you think you'll be?",0.9986569285392761
11581,2014-04-20,Season 4,Episode 3,Breaker of Chains,tommen lannister,A good king?,0.9995067715644836
11582,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,"Mm, I think so as well. You've got the right temperament for it. But what makes a good king? Hmm? What is a good king's single most important quality?",0.9983193278312683
11583,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,This is hardly the place or the time.,-0.9993308186531067
11584,2014-04-20,Season 4,Episode 3,Breaker of Chains,tommen lannister,Holiness?,0.9861218333244324
11585,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,Hmm. Baelor the Blessed was holy. And pious. He built this sept. He also named a six-year-old boy high septon because he thought the boy could work miracles. He ended up fasting himself into an early grave because food was of this world and this world was sinful.,0.3714216649532318
11586,2014-04-20,Season 4,Episode 3,Breaker of Chains,tommen lannister,Justice.,0.9994146227836609
11587,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,Yeah. A good king must be just. Orys I was just. Everyone applauded his reforms. Nobles and commoners alike. But he wasn't just for long. He was murdered in his sleep after less than a year by his own brother. Was that truly just of him? To abandon his subjects to an evil that he was too gullible to recognize?,-0.9627791047096252
11588,2014-04-20,Season 4,Episode 3,Breaker of Chains,tommen lannister,No.,-0.9945778846740723
11589,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,No.,-0.9945778846740723
11590,2014-04-20,Season 4,Episode 3,Breaker of Chains,tommen lannister,What about strength?,0.9634333848953247
11591,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,"Yes. Strength. King Robert was strong. He won the rebellion and crushed the Targaryen dynasty. And he attended three small council meetings in 17 years. He spent his time whoring and hunting and drinking until the last two killed him. So, we have a man who starves himself to death, a man who lets his own brother murder him, and a man who thinks that winning and ruling are the same thing. What do they all lack?",0.968877375125885
11592,2014-04-20,Season 4,Episode 3,Breaker of Chains,tommen lannister,Wisdom.,0.9997203946113586
11593,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,Yes!,0.999631941318512
11594,2014-04-20,Season 4,Episode 3,Breaker of Chains,tommen lannister,Wisdom is what makes a good king.,0.9997580647468567
11595,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,Yes. But what is wisdom? Hmm? A house with great wealth and fertile lands asks you for your protection against another house with a strong Navy that could one day oppose you. How do you know which choice is wise and which isn't? You've any experience of treasuries and granaries or shipyards and soldiers?,-0.7298497557640076
11596,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,"No. Of course not. A wise king knows what he knows and what he doesn't. You're young. A wise young king listens to his counselors and heeds their advice until he comes of age. And the wisest kings continue to listen to them long afterwards... Your brother was not a wise king. Your brother was not a good king. If he had been, perhaps he'd still be alive. Now, as the king, you will have to marry. Do you understand why?",0.9489142298698425
11597,2014-04-20,Season 4,Episode 3,Breaker of Chains,tommen lannister,A king needs a queen.,-0.9840023517608643
11598,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,"Yes, but why? To further the family line. Do you know how that happens?",-0.9876171946525574
11599,2014-04-20,Season 4,Episode 3,Breaker of Chains,tommen lannister,Yes.,0.9996124505996704
11600,2014-04-20,Season 4,Episode 3,Breaker of Chains,tywin lannister,"Yes, but has anyone explained the details to you?",-0.9955113530158997
11601,2014-04-20,Season 4,Episode 3,Breaker of Chains,tommen lannister,I don't think so. It's all relatively straightforward.,0.9984498023986816
11602,2014-04-20,Season 4,Episode 3,Breaker of Chains,jaime lannister,How are you?,-0.9413325786590576
11603,2014-04-20,Season 4,Episode 3,Breaker of Chains,tommen lannister,I'm all right.,0.9996588230133057
11604,2014-04-20,Season 4,Episode 3,Breaker of Chains,jaime lannister,You are. You will be. I'll see to that.,0.9996702671051025
11605,2014-04-20,Season 4,Episode 3,Breaker of Chains,jaime lannister,Please give the queen a moment alone with her son.,0.9974067807197571
11606,2014-04-20,Season 4,Episode 3,Breaker of Chains,septon,"Yes, my lord. All of you.",0.9995608925819397
11607,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,"It was Tyrion. He killed him. He told me he would. ""A day will come when you think you are safe and happy and your joy will turn to ashes in your mouth."" That's what he said to me. You saw it. You saw Joff point at him just before he...",0.9218961596488953
11608,2014-04-20,Season 4,Episode 3,Breaker of Chains,jaime lannister,I don't know what I saw.,-0.9979453086853027
11609,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,Avenge him. Avenge our son. Kill Tyrion.,-0.7534668445587158
11610,2014-04-20,Season 4,Episode 3,Breaker of Chains,jaime lannister,Tyrion's my brother. Our brother. There'll be a trial. We'll get to the truth of what happened.,-0.7644106149673462
11611,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,"I don't want a trial. He'll squirm his way to freedom given the chance. I want him dead. Please, Jaime. You have to. He was our son. Our baby boy.",-0.9627828598022461
11612,2014-04-20,Season 4,Episode 3,Breaker of Chains,jaime lannister,You're a hateful woman. Why have the gods made me love a hateful woman?,-0.9711686968803406
11613,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,"Jaime, not here, please. Please.",-0.9097588062286377
11614,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,Stop it. Stop it. Stop.,-0.9990741610527039
11615,2014-04-20,Season 4,Episode 3,Breaker of Chains,jaime lannister,No.,-0.9945778846740723
11616,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,Stop it. Stop.,-0.9991422891616821
11617,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,Stop. Stop. It's not right.,-0.9994844198226929
11618,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,It's not right. It's not right.,-0.999523937702179
11619,2014-04-20,Season 4,Episode 3,Breaker of Chains,jaime lannister,I don't care.,-0.999221682548523
11620,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,Don't.,-0.9958356618881226
11621,2014-04-20,Season 4,Episode 3,Breaker of Chains,cersei lannister,"Don't. Jaime, don't.",-0.9927929043769836
11622,2014-04-20,Season 4,Episode 3,Breaker of Chains,arya stark,Gonna rain soon. Where are we?,-0.8968567252159119
11623,2014-04-20,Season 4,Episode 3,Breaker of Chains,sandor clegane,"Near Fairmarket, I think.",0.9084512591362
11624,2014-04-20,Season 4,Episode 3,Breaker of Chains,arya stark,You think? You don't have a map?,-0.9984786510467529
11625,2014-04-20,Season 4,Episode 3,Breaker of Chains,sandor clegane,"No, I don't have a map.",-0.9992709159851074
11626,2014-04-20,Season 4,Episode 3,Breaker of Chains,arya stark,Maybe we should get one.,-0.9957032203674316
11627,2014-04-20,Season 4,Episode 3,Breaker of Chains,sandor clegane,Just point out the next map shop you see and I'll buy you one.,0.9918967485427856
11628,2014-04-20,Season 4,Episode 3,Breaker of Chains,arya stark,How far is it to the Eyrie?,-0.9801961183547974
11629,2014-04-20,Season 4,Episode 3,Breaker of Chains,sandor clegane,Far.,-0.8916544318199158
11630,2014-04-20,Season 4,Episode 3,Breaker of Chains,arya stark,And you're sure we're going the right way?,0.998603343963623
11631,2014-04-20,Season 4,Episode 3,Breaker of Chains,sandor clegane,"Believe me, girl, I want you there as soon as I can. Get my gold, be on my way.",0.99879390001297
11632,2014-04-20,Season 4,Episode 3,Breaker of Chains,arya stark,On your way where?,-0.9223736524581909
11633,2014-04-20,Season 4,Episode 3,Breaker of Chains,sandor clegane,"Why do you care? Might book passage across the Narrow Sea. Fight as a sellsword. Second Sons, could be. Seems like a good fit for me.",0.9879306554794312
